id,name,type,status,layer,module,feature,description,file_path,related_files,parent_id,child_ids,depends_on,used_by,ui_related,api_related,database_related,tests_related,docs_related,agent_related,risk_level,completion_percent,last_verified_at,verification_status,notes
SOAR-SERVICE-EXCHANGE-PUBLIC-READ,Exchange public read service,service,verified_local,backend,exchange,exchange-adapter,"Public exchange market map reader through disposable connector boundary.",apps/api/src/modules/exchange/exchangePublicRead.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-CONNECTOR-FACTORY,SOAR-SERVICE-EXCHANGE-SYMBOL-RULES;SOAR-SERVICE-EXCHANGE-MARKET-CATALOG,,SOAR-SERVICE-EXCHANGE-SYMBOL-RULES,,SOAR-TEST-EXCHANGE-PUBLIC-READ,SOAR-DOC-EXCHANGE-OWNERSHIP,,high,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-PUBLIC-MARKET-DATA,Exchange public market data service,service,verified_local,backend,exchange,exchange-adapter,"Public ticker candle and derivative series reader through exchange-owned connectors.",apps/api/src/modules/exchange/exchangePublicMarketData.service.ts,apps/api/src/modules/exchange/ccxtPublicMarketDataNormalizer.ts,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-CONNECTOR-FACTORY,SOAR-FEATURE-RUNTIME-DCA-PNL;SOAR-SERVICE-RUNTIME-AUTOMATION,,SOAR-SERVICE-RUNTIME-AUTOMATION,,SOAR-TEST-EXCHANGE-PUBLIC-MARKET-DATA,SOAR-DOC-EXCHANGE-OWNERSHIP,,high,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-CONNECTOR-FACTORY,Exchange connector factory,service,verified_local,backend,exchange,exchange-adapter,"Factory for public and authenticated exchange connectors with canonical exchange marketType context.",apps/api/src/modules/exchange/exchangeConnectorFactory.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-REGISTRY;SOAR-SERVICE-CCXT-FUTURES-CONNECTOR,SOAR-SERVICE-EXCHANGE-AUTH-READ;SOAR-SERVICE-EXCHANGE-PUBLIC-READ;SOAR-SERVICE-LIVE-ORDER-ADAPTER,,SOAR-SERVICE-EXCHANGE-AUTH-READ,,SOAR-TEST-EXCHANGE-CONNECTOR-FACTORY,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-CCXT-FUTURES-CONNECTOR,CCXT futures connector,service,verified_local,backend,exchange,exchange-adapter,"CCXT futures connector wrapper for public and authenticated futures operations.",apps/api/src/modules/exchange/ccxtFuturesConnector.service.ts,apps/api/src/modules/exchange/ccxtFuturesConnector.client.ts;apps/api/src/modules/exchange/ccxtFuturesConnector.types.ts,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-DOC-EXCHANGE-OWNERSHIP,SOAR-SERVICE-EXCHANGE-CONNECTOR-FACTORY;SOAR-SERVICE-LIVE-ORDER-ADAPTER,,SOAR-SERVICE-LIVE-ORDER-ADAPTER,,SOAR-TEST-CCXT-FUTURES-CONNECTOR,SOAR-DOC-EXCHANGE-OWNERSHIP,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-MARKET-CATALOG,Exchange market catalog service,service,verified_local,backend,exchange,exchange-adapter,"Exchange market catalog and metadata resolver.",apps/api/src/modules/exchange/exchangeMarketCatalog.service.ts,apps/api/src/modules/exchange/exchangeMetadataContract.service.ts,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-PUBLIC-READ,SOAR-SERVICE-EXCHANGE-SYMBOL-RULES;SOAR-SERVICE-MANUAL-CONTEXT,,SOAR-API-MANUAL-CONTEXT,,SOAR-TEST-EXCHANGE-MARKET-CATALOG,SOAR-DOC-EXCHANGE-OWNERSHIP,,high,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-EXCHANGE-API-KEY-PROBE-CLIENT,Exchange API-key probe client factory,service,verified_local,backend,exchange,exchange-adapter,"Exchange-owned API-key probe client construction used by profile connection tests.",apps/api/src/modules/exchange/exchangeApiKeyProbeClient.service.ts,,SOAR-FEATURE-EXCHANGE-ADAPTER,,SOAR-SERVICE-EXCHANGE-CONNECTOR-FACTORY,SOAR-DOC-API-AUTH,,SOAR-SERVICE-EXCHANGE-API-KEY-PROBE-CLIENT,,SOAR-TEST-EXCHANGE-API-KEY-PROBE,SOAR-DOC-EXCHANGE-OWNERSHIP,,high,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-WEB-WALLETS,Web wallets API service,service,verified_local,frontend,web-wallets,wallets,"Typed frontend API service for wallet CRUD metadata preview analytics and paper reset calls.",apps/web/src/features/wallets/services/wallets.service.ts,apps/web/src/features/wallets/types/wallet.type.ts,SOAR-FEATURE-WALLETS,,SOAR-API-WALLET-LIST;SOAR-API-WALLET-METADATA;SOAR-API-WALLET-PREVIEW-BALANCE;SOAR-API-WALLET-CREATE;SOAR-API-WALLET-UPDATE;SOAR-API-WALLET-RESET-PAPER;SOAR-API-WALLET-PERFORMANCE-SUMMARY,SOAR-COMP-WALLETS-LIST-TABLE;SOAR-COMP-WALLET-CREATE-EDIT-FORM;SOAR-COMP-WALLET-PREVIEW-PANEL,SOAR-COMP-WALLETS-LIST-TABLE;SOAR-COMP-WALLET-CREATE-EDIT-FORM;SOAR-COMP-WALLET-PREVIEW-PANEL,SOAR-API-WALLET-LIST;SOAR-API-WALLET-GET;SOAR-API-WALLET-METADATA;SOAR-API-WALLET-PREVIEW-BALANCE;SOAR-API-WALLET-CREATE;SOAR-API-WALLET-UPDATE;SOAR-API-WALLET-DELETE;SOAR-API-WALLET-RESET-PAPER;SOAR-API-WALLET-PERFORMANCE-SUMMARY;SOAR-API-WALLET-EQUITY-TIMELINE;SOAR-API-WALLET-CASHFLOW-EVENTS,SOAR-DB-WALLET,SOAR-TEST-WALLETS-WEB,SOAR-DOC-WEB-WALLETS,,high,95,2026-05-24,verified_local,"Typed service view."
SOAR-CONTROLLER-WALLETS,Wallets controller,controller,verified_local,backend,api-wallets,wallets,"Express wallet controller for auth extraction validation error mapping and route responses.",apps/api/src/modules/wallets/wallets.controller.ts,apps/api/src/modules/wallets/wallets.errors.ts,SOAR-FEATURE-WALLETS,,SOAR-TYPES-WALLETS;SOAR-SERVICE-WALLETS,SOAR-API-WALLET-LIST;SOAR-API-WALLET-CREATE;SOAR-API-WALLET-UPDATE;SOAR-API-WALLET-RESET-PAPER,,SOAR-API-WALLET-LIST;SOAR-API-WALLET-CREATE;SOAR-API-WALLET-UPDATE;SOAR-API-WALLET-RESET-PAPER,SOAR-DB-WALLET,SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed controller view."
SOAR-TYPES-WALLETS,Wallet DTO schemas,validation,verified_local,backend,api-wallets,wallets,"Zod wallet command query preview and analytics schemas.",apps/api/src/modules/wallets/wallets.types.ts,,SOAR-FEATURE-WALLETS,,SOAR-DOC-API-WALLETS,SOAR-CONTROLLER-WALLETS;SOAR-SERVICE-WALLETS,,SOAR-API-WALLET-LIST;SOAR-API-WALLET-METADATA;SOAR-API-WALLET-PREVIEW-BALANCE;SOAR-API-WALLET-CREATE;SOAR-API-WALLET-UPDATE;SOAR-API-WALLET-CASHFLOW-EVENTS,SOAR-DB-WALLET,SOAR-TEST-WALLETS-API,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed validation view."
SOAR-SERVICE-WALLETS,Wallets service,service,verified_local,backend,api-wallets,wallets,"Wallet lifecycle metadata balance preview paper reset and analytics service.",apps/api/src/modules/wallets/wallets.service.ts,apps/api/src/modules/wallets/wallets.errors.ts,SOAR-FEATURE-WALLETS,,SOAR-DB-WALLET;SOAR-DB-BOT;SOAR-DB-POSITION;SOAR-DB-ORDER;SOAR-SERVICE-EXCHANGE-CAPABILITIES;SOAR-SERVICE-EXCHANGE-AUTH-READ;SOAR-SERVICE-EXCHANGE-ADAPTER-BOUNDARY;SOAR-SERVICE-EXCHANGE-MARKET-CATALOG;SOAR-SERVICE-WALLET-LEDGER;SOAR-SERVICE-WALLET-CASHFLOW-CLASSIFIER,SOAR-CONTROLLER-WALLETS;SOAR-FEATURE-BOT-RUNTIME;SOAR-FEATURE-MANUAL-ORDER,,SOAR-API-WALLET-LIST;SOAR-API-WALLET-METADATA;SOAR-API-WALLET-PREVIEW-BALANCE;SOAR-API-WALLET-CREATE;SOAR-API-WALLET-UPDATE;SOAR-API-WALLET-DELETE;SOAR-API-WALLET-RESET-PAPER;SOAR-API-WALLET-PERFORMANCE-SUMMARY;SOAR-API-WALLET-EQUITY-TIMELINE;SOAR-API-WALLET-CASHFLOW-EVENTS,SOAR-DB-WALLET;SOAR-DB-BOT;SOAR-DB-POSITION;SOAR-DB-ORDER,SOAR-TEST-WALLETS-API;SOAR-TEST-WALLET-LEDGER,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-WALLET-LEDGER,Wallet ledger service,service,verified_local,backend,api-wallets,wallets,"Wallet ledger analytics service for performance timeline and cashflow read models.",apps/api/src/modules/wallets/walletLedger.service.ts,,SOAR-FEATURE-WALLETS,,SOAR-DB-WALLET;SOAR-DB-POSITION;SOAR-SERVICE-WALLET-CASHFLOW-CLASSIFIER,SOAR-SERVICE-WALLETS,,SOAR-API-WALLET-PERFORMANCE-SUMMARY;SOAR-API-WALLET-EQUITY-TIMELINE;SOAR-API-WALLET-CASHFLOW-EVENTS,SOAR-DB-WALLET;SOAR-DB-POSITION,SOAR-TEST-WALLET-LEDGER,SOAR-DOC-API-WALLETS,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-WALLET-CASHFLOW-CLASSIFIER,Wallet cashflow classifier,service,verified_local,backend,api-wallets,wallets,"Wallet cashflow source classifier used by ledger analytics and exchange cashflow history reads.",apps/api/src/modules/wallets/walletCashflowClassifier.service.ts,,SOAR-FEATURE-WALLETS,,SOAR-DOC-API-WALLETS,SOAR-SERVICE-WALLET-LEDGER;SOAR-SERVICE-WALLETS,,SOAR-API-WALLET-CASHFLOW-EVENTS,SOAR-DB-WALLET,SOAR-TEST-WALLET-LEDGER,SOAR-DOC-API-WALLETS,,high,95,2026-05-24,verified_local,"Typed service view."
SOAR-HOOK-USE-API-KEYS,useApiKeys,hook,verified_local,frontend,web-profile,profile-api-keys,"Profile API-key hook for list mutation and connection-test state.",apps/web/src/features/profile/hooks/useApiKeys.ts,apps/web/src/features/profile/services/apiKeys.service.ts,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-SERVICE-WEB-API-KEYS,SOAR-COMP-API-KEYS-LIST;SOAR-COMP-API-KEY-FORM,SOAR-COMP-API-KEYS-LIST;SOAR-COMP-API-KEY-FORM,SOAR-API-PROFILE-APIKEY-LIST;SOAR-API-PROFILE-APIKEY-CREATE;SOAR-API-PROFILE-APIKEY-TEST,SOAR-DB-API-KEY,SOAR-TEST-PROFILE-API-KEYS-WEB,SOAR-DOC-WEB-PROFILE,,critical,95,2026-05-24,verified_local,"Typed hook view."
SOAR-SERVICE-WEB-API-KEYS,Web API keys service,service,verified_local,frontend,web-profile,profile-api-keys,"Typed frontend service for profile API-key lifecycle and connection-test endpoints.",apps/web/src/features/profile/services/apiKeys.service.ts,apps/web/src/features/profile/types/apiKey.type.ts,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-API-PROFILE-APIKEY-LIST;SOAR-API-PROFILE-APIKEY-CREATE;SOAR-API-PROFILE-APIKEY-UPDATE;SOAR-API-PROFILE-APIKEY-DELETE;SOAR-API-PROFILE-APIKEY-TEST;SOAR-API-PROFILE-APIKEY-STORED-TEST;SOAR-API-PROFILE-APIKEY-ROTATE;SOAR-API-PROFILE-APIKEY-REVOKE,SOAR-HOOK-USE-API-KEYS,SOAR-COMP-API-KEYS-LIST;SOAR-COMP-API-KEY-FORM,SOAR-API-PROFILE-APIKEY-LIST;SOAR-API-PROFILE-APIKEY-CREATE;SOAR-API-PROFILE-APIKEY-UPDATE;SOAR-API-PROFILE-APIKEY-DELETE;SOAR-API-PROFILE-APIKEY-TEST;SOAR-API-PROFILE-APIKEY-STORED-TEST;SOAR-API-PROFILE-APIKEY-ROTATE;SOAR-API-PROFILE-APIKEY-REVOKE,SOAR-DB-API-KEY,SOAR-TEST-PROFILE-API-KEYS-WEB,SOAR-DOC-WEB-PROFILE,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-CONTROLLER-PROFILE-API-KEYS,Profile API-key controller,controller,verified_local,backend,api-profile,profile-api-keys,"Profile API-key controller for auth checks validation mapping and lifecycle/probe responses.",apps/api/src/modules/profile/apiKey/apiKey.controller.ts,,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-TYPES-PROFILE-API-KEYS;SOAR-SERVICE-PROFILE-API-KEYS,SOAR-API-PROFILE-APIKEY-LIST;SOAR-API-PROFILE-APIKEY-CREATE;SOAR-API-PROFILE-APIKEY-TEST,,SOAR-API-PROFILE-APIKEY-LIST;SOAR-API-PROFILE-APIKEY-CREATE;SOAR-API-PROFILE-APIKEY-TEST;SOAR-API-PROFILE-APIKEY-ROTATE;SOAR-API-PROFILE-APIKEY-REVOKE,SOAR-DB-API-KEY,SOAR-TEST-PROFILE-API-KEYS-API,SOAR-DOC-API-PROFILE,,critical,95,2026-05-24,verified_local,"Typed controller view."
SOAR-TYPES-PROFILE-API-KEYS,Profile API-key DTO schemas,validation,verified_local,backend,api-profile,profile-api-keys,"Profile API-key create rotate and connection-test validation schemas.",apps/api/src/modules/profile/apiKey/apiKey.types.ts,,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-DOC-API-PROFILE,SOAR-CONTROLLER-PROFILE-API-KEYS;SOAR-SERVICE-PROFILE-API-KEYS,,SOAR-API-PROFILE-APIKEY-CREATE;SOAR-API-PROFILE-APIKEY-UPDATE;SOAR-API-PROFILE-APIKEY-TEST;SOAR-API-PROFILE-APIKEY-ROTATE,SOAR-DB-API-KEY,SOAR-TEST-PROFILE-API-KEYS-API,SOAR-DOC-API-PROFILE,,critical,95,2026-05-24,verified_local,"Typed validation view."
SOAR-SERVICE-PROFILE-API-KEYS,Profile API-key service,service,verified_local,backend,api-profile,profile-api-keys,"API-key lifecycle service for encrypted storage masking sync options connection tests and lifecycle audit logs.",apps/api/src/modules/profile/apiKey/apiKey.service.ts,apps/api/src/modules/profile/apiKey/exchangeApiKeyProbe.service.ts,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-DB-API-KEY;SOAR-DB-USER;SOAR-DB-LOG;SOAR-SERVICE-PROFILE-API-KEY-PROBE;SOAR-SERVICE-EXCHANGE-API-KEY-PROBE-CLIENT;SOAR-SERVICE-EXCHANGE-CAPABILITIES,SOAR-CONTROLLER-PROFILE-API-KEYS;SOAR-FEATURE-WALLETS;SOAR-FEATURE-BOT-RUNTIME,,SOAR-API-PROFILE-APIKEY-LIST;SOAR-API-PROFILE-APIKEY-CREATE;SOAR-API-PROFILE-APIKEY-TEST;SOAR-API-PROFILE-APIKEY-STORED-TEST;SOAR-API-PROFILE-APIKEY-ROTATE;SOAR-API-PROFILE-APIKEY-REVOKE,SOAR-DB-API-KEY;SOAR-DB-LOG;SOAR-DB-USER,SOAR-TEST-PROFILE-API-KEYS-API;SOAR-TEST-PROFILE-API-KEY-PROBE,SOAR-DOC-API-PROFILE,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-PROFILE-API-KEY-PROBE,Profile exchange API-key probe service,service,verified_local,backend,api-profile,profile-api-keys,"Profile-facing exchange credential probe service with audit-safe result codes.",apps/api/src/modules/profile/apiKey/exchangeApiKeyProbe.service.ts,apps/api/src/modules/exchange/exchangeApiKeyProbeClient.service.ts,SOAR-FEATURE-PROFILE-API-KEYS,,SOAR-SERVICE-EXCHANGE-API-KEY-PROBE-CLIENT;SOAR-FEATURE-EXCHANGE-ADAPTER,SOAR-SERVICE-PROFILE-API-KEYS,,SOAR-API-PROFILE-APIKEY-TEST;SOAR-API-PROFILE-APIKEY-STORED-TEST,SOAR-DB-LOG,SOAR-TEST-PROFILE-API-KEY-PROBE,SOAR-DOC-API-PROFILE,,critical,95,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-BOT-CONTEXT-VALIDATION,Bot context validation service,service,verified_local,backend,api-bots,bot-setup,"Bot wallet strategy market-universe context validation service.",apps/api/src/modules/bots/botContextValidation.service.ts,,SOAR-FEATURE-BOT-SETUP,,SOAR-DB-WALLET;SOAR-DB-STRATEGY;SOAR-DB-MARKET-UNIVERSE,SOAR-SERVICE-BOTS,,SOAR-API-BOT-CREATE;SOAR-API-BOT-UPDATE,SOAR-DB-WALLET;SOAR-DB-STRATEGY;SOAR-DB-MARKET-UNIVERSE,SOAR-TEST-BOT-SETUP-API,SOAR-DOC-API-BOTS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-BOT-ACTIVATION-POLICY,Bot activation policy service,service,verified_local,backend,api-bots,bot-setup,"Bot activation and LIVE consent entitlement policy service.",apps/api/src/modules/bots/botActivationPolicy.service.ts,,SOAR-FEATURE-BOT-SETUP,,SOAR-FEATURE-PROFILE-API-KEYS;SOAR-FEATURE-WALLETS;SOAR-SERVICE-EXCHANGE-CAPABILITIES,SOAR-SERVICE-BOTS,,SOAR-API-BOT-CREATE;SOAR-API-BOT-UPDATE,SOAR-DB-BOT;SOAR-DB-WALLET;SOAR-DB-API-KEY,SOAR-TEST-BOT-SETUP-API,SOAR-DOC-API-BOTS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-BOT-CANONICAL-UPDATE-SCOPE,Bot canonical update scope service,service,verified_local,backend,api-bots,bot-setup,"Bot update scope resolver that prefers canonical market-group topology over legacy projections.",apps/api/src/modules/bots/botCanonicalUpdateScope.service.ts,,SOAR-FEATURE-BOT-SETUP,,SOAR-DB-BOT-MARKET-GROUP;SOAR-DB-MARKET-GROUP-STRATEGY-LINK,SOAR-SERVICE-BOTS,,SOAR-API-BOT-UPDATE,SOAR-DB-BOT;SOAR-DB-BOT-MARKET-GROUP,SOAR-TEST-BOT-SETUP-API,SOAR-DOC-API-BOTS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-BOT-MARKET-GROUPS,Bot market groups service,service,verified_local,backend,api-bots,bot-setup,"Bot market-group and strategy-link orchestration service.",apps/api/src/modules/bots/botMarketGroups.service.ts,apps/api/src/modules/bots/botLegacyStrategyLink.service.ts,SOAR-FEATURE-BOT-SETUP,,SOAR-DB-BOT-MARKET-GROUP;SOAR-DB-MARKET-GROUP-STRATEGY-LINK;SOAR-DB-MARKET-UNIVERSE;SOAR-DB-STRATEGY,SOAR-CONTROLLER-BOTS,,SOAR-API-BOT-MARKET-GROUPS-LIST;SOAR-API-BOT-MARKET-GROUP-CREATE;SOAR-API-BOT-MARKET-GROUP-STRATEGY-ATTACH,SOAR-DB-BOT-MARKET-GROUP;SOAR-DB-MARKET-GROUP-STRATEGY-LINK,SOAR-TEST-BOT-SETUP-API,SOAR-DOC-API-BOTS,,critical,90,2026-05-24,verified_local,"Typed service view."
SOAR-SERVICE-WEB-STRATEGIES,Web strategies API service,service,verified_local,frontend,web-strategies,strategies,"Typed frontend API client for strategy list get create update delete import export and indicator catalog calls.",apps/web/src/features/strategies/api/strategies.api.ts,apps/web/src/features/strategies/types/StrategyForm.type.tsx,SOAR-FEATURE-STRATEGIES,,SOAR-SERVICE-STRATEGY-FORM-MAPPER;SOAR-API-STRATEGY-LIST;SOAR-API-STRATEGY-GET;SOAR-API-STRATEGY-CREATE;SOAR-API-STRATEGY-UPDATE;SOAR-API-STRATEGY-DELETE;SOAR-API-STRATEGY-INDICATORS,SOAR-COMP-STRATEGIES-LIST;SOAR-COMP-STRATEGY-FORM,SOAR-COMP-STRATEGIES-LIST;SOAR-COMP-STRATEGY-FORM,SOAR-API-STRATEGY-LIST;SOAR-API-STRATEGY-GET;SOAR-API-STRATEGY-CREATE;SOAR-API-STRATEGY-UPDATE;SOAR-API-STRATEGY-DELETE;SOAR-API-STRATEGY-INDICATORS,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGIES-WEB,SOAR-DOC-WEB-STRATEGIES,,critical,90,2026-05-24,verified_local,"Typed service view for Strategies backfill."
SOAR-CONTROLLER-STRATEGIES,Strategies controller,controller,verified_local,backend,api-strategies,strategies,"Express strategies controller for auth checks import/export and strategy domain error mapping.",apps/api/src/modules/strategies/strategies.controller.ts,apps/api/src/modules/strategies/strategies.errors.ts,SOAR-FEATURE-STRATEGIES,,SOAR-SERVICE-STRATEGIES,SOAR-API-STRATEGY-LIST;SOAR-API-STRATEGY-GET;SOAR-API-STRATEGY-CREATE;SOAR-API-STRATEGY-UPDATE;SOAR-API-STRATEGY-DELETE;SOAR-API-STRATEGY-IMPORT;SOAR-API-STRATEGY-EXPORT,,SOAR-API-STRATEGY-LIST;SOAR-API-STRATEGY-GET;SOAR-API-STRATEGY-CREATE;SOAR-API-STRATEGY-UPDATE;SOAR-API-STRATEGY-DELETE;SOAR-API-STRATEGY-IMPORT;SOAR-API-STRATEGY-EXPORT,SOAR-DB-STRATEGY;SOAR-DB-BOT;SOAR-DB-MARKET-GROUP-STRATEGY-LINK,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,,critical,90,2026-05-24,verified_local,"Typed controller view for Strategies backfill."
SOAR-TYPES-STRATEGIES,Strategy DTO schemas,validation,verified_local,backend,api-strategies,strategies,"Strategy DTO and config schema boundary for CRUD import/export payloads.",apps/api/src/modules/strategies/strategies.types.ts,apps/api/src/modules/strategies/strategyConfigValidation.ts,SOAR-FEATURE-STRATEGIES,,SOAR-SERVICE-STRATEGY-CONFIG-VALIDATION,SOAR-CONTROLLER-STRATEGIES;SOAR-SERVICE-STRATEGIES,,SOAR-API-STRATEGY-CREATE;SOAR-API-STRATEGY-UPDATE;SOAR-API-STRATEGY-IMPORT,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGIES-API;SOAR-TEST-STRATEGY-FORM-UTILS,SOAR-DOC-API-STRATEGIES,,critical,90,2026-05-24,verified_local,"Typed validation view for Strategies backfill."
SOAR-SERVICE-STRATEGIES,Strategies service,service,verified_local,backend,api-strategies,strategies,"Strategy CRUD import export and delete/update protection service.",apps/api/src/modules/strategies/strategies.service.ts,apps/api/src/modules/strategies/strategies.errors.ts,SOAR-FEATURE-STRATEGIES,,SOAR-DB-STRATEGY;SOAR-DB-BOT;SOAR-DB-MARKET-GROUP-STRATEGY-LINK;SOAR-SERVICE-STRATEGY-CONFIG-VALIDATION,SOAR-CONTROLLER-STRATEGIES;SOAR-FEATURE-BOT-SETUP;SOAR-FEATURE-BOT-RUNTIME,,SOAR-API-STRATEGY-LIST;SOAR-API-STRATEGY-GET;SOAR-API-STRATEGY-CREATE;SOAR-API-STRATEGY-UPDATE;SOAR-API-STRATEGY-DELETE;SOAR-API-STRATEGY-IMPORT;SOAR-API-STRATEGY-EXPORT,SOAR-DB-STRATEGY;SOAR-DB-BOT;SOAR-DB-MARKET-GROUP-STRATEGY-LINK,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,,critical,90,2026-05-24,verified_local,"Typed service view for Strategies backfill."
SOAR-SERVICE-STRATEGY-CONFIG-VALIDATION,Strategy config validation service,validation,verified_local,backend,api-strategies,strategies,"Backend strategy configuration validation including trailing close configuration constraints.",apps/api/src/modules/strategies/strategyConfigValidation.ts,apps/api/src/modules/strategies/strategyConfigValidation.test.ts,SOAR-FEATURE-STRATEGIES,,SOAR-DOC-API-STRATEGIES,SOAR-SERVICE-STRATEGIES;SOAR-TYPES-STRATEGIES,,SOAR-API-STRATEGY-CREATE;SOAR-API-STRATEGY-UPDATE;SOAR-API-STRATEGY-IMPORT,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,,critical,90,2026-05-24,verified_local,"Typed validation view for Strategies backfill."
SOAR-SERVICE-STRATEGY-INDICATORS,Strategy indicators service,service,verified_local,backend,api-strategies,strategies,"Strategy indicator catalog service exposed through the strategies indicators submodule.",apps/api/src/modules/strategies/indicators/indicators.service.ts,apps/api/src/modules/strategies/indicators/indicators.controller.ts;apps/api/src/modules/strategies/indicators/indicators.routes.ts,SOAR-FEATURE-STRATEGIES,,SOAR-DOC-API-STRATEGIES,SOAR-API-STRATEGY-INDICATORS;SOAR-COMP-STRATEGY-FORM-SECTIONS,,SOAR-API-STRATEGY-INDICATORS,,SOAR-TEST-STRATEGY-INDICATORS,SOAR-DOC-API-STRATEGIES,,medium,90,2026-05-24,verified_local,"Typed service view for Strategies backfill."
SOAR-SERVICE-STRATEGY-FORM-MAPPER,Strategy form mapper,utility,verified_local,frontend,web-strategies,strategies,"Frontend mapper that converts strategy form state into API payloads and normalizes edit values.",apps/web/src/features/strategies/utils/StrategyForm.map.ts,apps/web/src/features/strategies/utils/strategyNumericInput.ts;apps/web/src/features/strategies/utils/strategyCloseValidation.ts,SOAR-FEATURE-STRATEGIES,,SOAR-DOC-WEB-STRATEGIES,SOAR-SERVICE-WEB-STRATEGIES;SOAR-COMP-STRATEGY-FORM,SOAR-COMP-STRATEGY-FORM,SOAR-API-STRATEGY-CREATE;SOAR-API-STRATEGY-UPDATE,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGY-FORM-UTILS,SOAR-DOC-WEB-STRATEGIES,,critical,90,2026-05-24,verified_local,"Typed utility view for Strategies backfill."
SOAR-SERVICE-STRATEGY-PRESETS,Strategy presets,utility,verified_local,frontend,web-strategies,strategies,"Frontend strategy preset definitions used by the preset picker and strategy form.",apps/web/src/features/strategies/presets/strategyPresets.ts,,SOAR-FEATURE-STRATEGIES,,SOAR-DOC-WEB-STRATEGIES,SOAR-COMP-STRATEGY-PRESET-PICKER;SOAR-COMP-STRATEGY-FORM,SOAR-COMP-STRATEGY-PRESET-PICKER,,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGY-FORM-UTILS,SOAR-DOC-WEB-STRATEGIES,,medium,90,2026-05-24,verified_local,"Typed utility view for Strategies backfill."
SOAR-SERVICE-WEB-MARKETS,Web markets API service,service,verified_local,frontend,web-markets,markets,"Typed frontend API service for market universe CRUD and market catalog calls.",apps/web/src/features/markets/services/markets.service.ts,apps/web/src/features/markets/types/marketUniverse.type.ts,SOAR-FEATURE-MARKETS,,SOAR-API-MARKET-UNIVERSE-LIST;SOAR-API-MARKET-UNIVERSE-GET;SOAR-API-MARKET-CATALOG;SOAR-API-MARKET-UNIVERSE-CREATE;SOAR-API-MARKET-UNIVERSE-UPDATE;SOAR-API-MARKET-UNIVERSE-DELETE,SOAR-COMP-MARKET-UNIVERSES-TABLE;SOAR-COMP-MARKET-UNIVERSE-FORM,SOAR-COMP-MARKET-UNIVERSES-TABLE;SOAR-COMP-MARKET-UNIVERSE-FORM,SOAR-API-MARKET-UNIVERSE-LIST;SOAR-API-MARKET-UNIVERSE-GET;SOAR-API-MARKET-CATALOG;SOAR-API-MARKET-UNIVERSE-CREATE;SOAR-API-MARKET-UNIVERSE-UPDATE;SOAR-API-MARKET-UNIVERSE-DELETE,SOAR-DB-MARKET-UNIVERSE,SOAR-TEST-MARKETS-WEB,SOAR-DOC-WEB-MARKETS,,critical,90,2026-05-24,verified_local,"Typed service view for Markets backfill."
