id,source_id,target_id,relation_type,status,description,evidence,owner,last_verified_at,notes
REL-PROFILE-APIKEY-020,SOAR-API-PROFILE-APIKEY-REVOKE,SOAR-CONTROLLER-PROFILE-API-KEYS,routes_to,verified_local,API-key revoke route is handled by the profile API-key controller.,apps/api/src/modules/profile/apiKey/apiKey.routes.ts,Backend,2026-05-24,
REL-PROFILE-APIKEY-021,SOAR-CONTROLLER-PROFILE-API-KEYS,SOAR-TYPES-PROFILE-API-KEYS,validates_with,verified_local,Profile API-key controller validates sensitive payloads with API-key schemas.,apps/api/src/modules/profile/apiKey/apiKey.controller.ts,Backend,2026-05-24,
REL-PROFILE-APIKEY-022,SOAR-CONTROLLER-PROFILE-API-KEYS,SOAR-SERVICE-PROFILE-API-KEYS,calls,verified_local,Profile API-key controller delegates lifecycle and probe work to the service.,apps/api/src/modules/profile/apiKey/apiKey.controller.ts,Backend,2026-05-24,
REL-PROFILE-APIKEY-023,SOAR-SERVICE-PROFILE-API-KEYS,SOAR-DB-API-KEY,reads_writes,verified_local,API-key service persists encrypted API-key records and masked projections.,apps/api/src/modules/profile/apiKey/apiKey.service.ts,Backend,2026-05-24,
REL-PROFILE-APIKEY-024,SOAR-SERVICE-PROFILE-API-KEYS,SOAR-DB-LOG,writes,verified_local,API-key service writes lifecycle and probe audit metadata.,apps/api/src/modules/profile/apiKey/apiKey.service.ts,Backend,2026-05-24,
REL-PROFILE-APIKEY-025,SOAR-SERVICE-PROFILE-API-KEYS,SOAR-SERVICE-PROFILE-API-KEY-PROBE,uses,verified_local,API-key service uses the profile-facing exchange probe service for connection tests.,apps/api/src/modules/profile/apiKey/apiKey.service.ts,Backend,2026-05-24,
REL-PROFILE-APIKEY-026,SOAR-SERVICE-PROFILE-API-KEY-PROBE,SOAR-SERVICE-EXCHANGE-API-KEY-PROBE-CLIENT,uses,verified_local,Profile probe service builds exchange-owned API-key probe clients through the exchange boundary.,apps/api/src/modules/profile/apiKey/exchangeApiKeyProbe.service.ts,Backend,2026-05-24,
REL-PROFILE-APIKEY-027,SOAR-SERVICE-PROFILE-API-KEYS,SOAR-SERVICE-EXCHANGE-CAPABILITIES,uses,verified_local,API-key probes are capability-aware and fail closed for unsupported exchanges.,docs/modules/api-profile.md,Backend,2026-05-24,
REL-PROFILE-APIKEY-028,SOAR-DB-API-KEY,SOAR-API-WALLET-PREVIEW-BALANCE,enables,verified_local,LIVE wallet balance preview requires an owned compatible stored API key.,docs/modules/api-wallets.md,Backend,2026-05-24,
REL-PROFILE-APIKEY-029,SOAR-FEATURE-PROFILE-API-KEYS,SOAR-FEATURE-WALLETS,enables,verified_local,Profile API keys enable LIVE wallet binding and authenticated balance preview.,docs/modules/api-profile.md,Product,2026-05-24,
REL-PROFILE-APIKEY-030,SOAR-FEATURE-PROFILE-API-KEYS,SOAR-FEATURE-BOT-RUNTIME,enables,verified_local,Profile API keys provide stored exchange credentials used by runtime exchange synchronization paths.,docs/modules/api-profile.md,Product,2026-05-24,
REL-PROFILE-APIKEY-031,SOAR-FEATURE-PROFILE-API-KEYS,SOAR-TEST-PROFILE-API-KEYS-API,verified_by,verified_local,Profile API-key backend lifecycle is covered by API tests.,apps/api/src/modules/profile/apiKey/apiKey.e2e.test.ts,QA,2026-05-24,
REL-PROFILE-APIKEY-032,SOAR-FEATURE-PROFILE-API-KEYS,SOAR-TEST-PROFILE-API-KEY-PROBE,verified_by,verified_local,Profile API-key probe behavior is covered by focused probe tests.,apps/api/src/modules/profile/apiKey/exchangeApiKeyProbe.service.test.ts,QA,2026-05-24,
REL-PROFILE-APIKEY-033,SOAR-FEATURE-PROFILE-API-KEYS,SOAR-TEST-PROFILE-API-KEYS-WEB,verified_by,verified_local,Profile API-key UI and Web service behavior is covered by focused Web tests.,apps/web/src/features/profile/components/ApiKeyForm.test.tsx,QA,2026-05-24,
REL-PROFILE-APIKEY-034,SOAR-FEATURE-PROFILE-API-KEYS,SOAR-DOC-API-PROFILE,documented_by,verified_local,Profile API-key backend behavior is documented by the API profile deep-dive.,docs/modules/api-profile.md,Documentation,2026-05-24,
REL-PROFILE-APIKEY-035,SOAR-FEATURE-PROFILE-API-KEYS,SOAR-DOC-WEB-PROFILE,documented_by,verified_local,Profile API-key frontend behavior is documented by the Web profile deep-dive.,docs/modules/web-profile.md,Documentation,2026-05-24,
REL-BOT-SETUP-001,SOAR-FEATURE-BOT-SETUP,SOAR-PAGE-BOTS-LIST,has_entrypoint,verified_local,Bot setup has a canonical list entrypoint.,docs/modules/web-bots.md,Frontend,2026-05-24,
REL-BOT-SETUP-002,SOAR-FEATURE-BOT-SETUP,SOAR-PAGE-BOT-CREATE,has_entrypoint,verified_local,Bot setup has a canonical create route.,docs/modules/web-bots.md,Frontend,2026-05-24,
REL-BOT-SETUP-003,SOAR-FEATURE-BOT-SETUP,SOAR-PAGE-BOT-EDIT,has_entrypoint,verified_local,Bot setup has a canonical edit route.,docs/modules/web-bots.md,Frontend,2026-05-24,
REL-BOT-SETUP-004,SOAR-PAGE-BOTS-LIST,SOAR-COMP-BOTS-LIST-TABLE,contains,verified_local,Bots list page renders the bots list table.,apps/web/src/app/dashboard/bots/page.tsx,Frontend,2026-05-24,
REL-BOT-SETUP-005,SOAR-PAGE-BOT-CREATE,SOAR-COMP-BOT-FORM-PAGE-CONTENT,contains,verified_local,Bot create page renders the shared form wrapper.,apps/web/src/app/dashboard/bots/create/page.tsx,Frontend,2026-05-24,
REL-BOT-SETUP-006,SOAR-PAGE-BOT-EDIT,SOAR-COMP-BOT-FORM-PAGE-CONTENT,contains,verified_local,Bot edit page renders the shared form wrapper.,apps/web/src/app/dashboard/bots/[id]/edit/page.tsx,Frontend,2026-05-24,
REL-BOT-SETUP-007,SOAR-COMP-BOT-FORM-PAGE-CONTENT,SOAR-COMP-BOT-CREATE-EDIT-FORM,contains,verified_local,Bot form page wrapper hosts the create/edit form.,apps/web/src/app/dashboard/bots/_components/BotFormPageContent.tsx,Frontend,2026-05-24,
REL-BOT-SETUP-008,SOAR-COMP-BOTS-LIST-TABLE,SOAR-SERVICE-WEB-BOTS-API,calls,verified_local,Bots list table uses the Web bots API service.,apps/web/src/features/bots/components/BotsListTable.tsx,Frontend,2026-05-24,
REL-BOT-SETUP-009,SOAR-COMP-BOT-CREATE-EDIT-FORM,SOAR-SERVICE-WEB-BOTS-API,calls,verified_local,Bot form uses the Web bots API service for get create update and runtime graph reads.,apps/web/src/features/bots/components/BotCreateEditForm.tsx,Frontend,2026-05-24,
REL-BOT-SETUP-010,SOAR-COMP-BOT-CREATE-EDIT-FORM,SOAR-SERVICE-WEB-WALLETS,uses,verified_local,Bot form loads wallets through the Wallets Web service.,apps/web/src/features/bots/components/BotCreateEditForm.tsx,Frontend,2026-05-24,
REL-BOT-SETUP-011,SOAR-COMP-BOT-CREATE-EDIT-FORM,SOAR-DB-STRATEGY,selects,verified_local,Bot form requires a strategy selection.,docs/modules/web-bots.md,Frontend,2026-05-24,
REL-BOT-SETUP-012,SOAR-COMP-BOT-CREATE-EDIT-FORM,SOAR-DB-MARKET-UNIVERSE,selects,verified_local,Bot form requires a market universe selection.,docs/modules/web-bots.md,Frontend,2026-05-24,
REL-BOT-SETUP-013,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-LIST,calls,verified_local,Web bots service calls the bot list endpoint.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-BOT-SETUP-014,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-GET,calls,verified_local,Web bots service calls the bot detail endpoint.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-BOT-SETUP-015,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-CREATE,calls,verified_local,Web bots service calls the bot create endpoint.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-BOT-SETUP-016,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-UPDATE,calls,verified_local,Web bots service calls the bot update endpoint.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-BOT-SETUP-017,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-DELETE,calls,verified_local,Web bots service calls the bot delete endpoint.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-BOT-SETUP-018,SOAR-API-BOT-LIST,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Bot list route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-BOT-SETUP-019,SOAR-API-BOT-CREATE,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Bot create route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-BOT-SETUP-020,SOAR-API-BOT-UPDATE,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Bot update route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-BOT-SETUP-021,SOAR-API-BOT-DELETE,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Bot delete route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-BOT-SETUP-022,SOAR-CONTROLLER-BOTS,SOAR-TYPES-BOTS,validates_with,verified_local,Bots controller validates create update and topology payloads with bot schemas.,apps/api/src/modules/bots/bots.controller.ts,Backend,2026-05-24,
REL-BOT-SETUP-023,SOAR-CONTROLLER-BOTS,SOAR-SERVICE-BOTS,calls,verified_local,Bots controller delegates lifecycle commands to bots service.,apps/api/src/modules/bots/bots.controller.ts,Backend,2026-05-24,
REL-BOT-SETUP-024,SOAR-SERVICE-BOTS,SOAR-SERVICE-BOT-CONTEXT-VALIDATION,uses,verified_local,Bots service validates wallet strategy and market-universe context.,docs/modules/api-bots.md,Backend,2026-05-24,
REL-BOT-SETUP-025,SOAR-SERVICE-BOTS,SOAR-SERVICE-BOT-ACTIVATION-POLICY,uses,verified_local,Bots service applies activation consent entitlement and capability policy.,docs/modules/api-bots.md,Backend,2026-05-24,
REL-BOT-SETUP-026,SOAR-SERVICE-BOTS,SOAR-SERVICE-BOT-CANONICAL-UPDATE-SCOPE,uses,verified_local,Bot update logic resolves canonical topology before legacy projections.,docs/modules/api-bots.md,Backend,2026-05-24,
REL-BOT-SETUP-027,SOAR-SERVICE-BOTS,SOAR-DB-BOT,reads_writes,verified_local,Bots service persists bot lifecycle state.,apps/api/src/modules/bots/bots.service.ts,Backend,2026-05-24,
REL-BOT-SETUP-028,SOAR-SERVICE-BOT-CONTEXT-VALIDATION,SOAR-DB-WALLET,reads,verified_local,Bot context validation checks wallet ownership and execution context.,apps/api/src/modules/bots/botContextValidation.service.ts,Backend,2026-05-24,
REL-BOT-SETUP-029,SOAR-SERVICE-BOT-CONTEXT-VALIDATION,SOAR-DB-STRATEGY,reads,verified_local,Bot context validation checks strategy ownership and compatibility.,apps/api/src/modules/bots/botContextValidation.service.ts,Backend,2026-05-24,
REL-BOT-SETUP-030,SOAR-SERVICE-BOT-CONTEXT-VALIDATION,SOAR-DB-MARKET-UNIVERSE,reads,verified_local,Bot context validation checks market universe context.,apps/api/src/modules/bots/botContextValidation.service.ts,Backend,2026-05-24,
REL-BOT-SETUP-031,SOAR-SERVICE-BOT-ACTIVATION-POLICY,SOAR-FEATURE-PROFILE-API-KEYS,depends_on,verified_local,LIVE bot activation depends on API-key backed wallet context and consent rules.,docs/modules/api-bots.md,Backend,2026-05-24,
REL-BOT-SETUP-032,SOAR-SERVICE-BOT-ACTIVATION-POLICY,SOAR-FEATURE-WALLETS,depends_on,verified_local,Bot activation derives mode exchange market type and API key from wallet context.,docs/modules/api-bots.md,Backend,2026-05-24,
REL-BOT-SETUP-033,SOAR-SERVICE-BOT-MARKET-GROUPS,SOAR-DB-BOT-MARKET-GROUP,reads_writes,verified_local,Bot market-group service persists canonical market groups.,apps/api/src/modules/bots/botMarketGroups.service.ts,Backend,2026-05-24,
REL-BOT-SETUP-034,SOAR-SERVICE-BOT-MARKET-GROUPS,SOAR-DB-MARKET-GROUP-STRATEGY-LINK,reads_writes,verified_local,Bot market-group service persists strategy links.,apps/api/src/modules/bots/botMarketGroups.service.ts,Backend,2026-05-24,
REL-BOT-SETUP-035,SOAR-FEATURE-BOT-SETUP,SOAR-FEATURE-BOT-RUNTIME,enables,verified_local,Bot setup topology enables runtime monitoring and execution scope.,docs/modules/api-bots.md,Product,2026-05-24,
REL-BOT-SETUP-036,SOAR-FEATURE-BOT-SETUP,SOAR-TEST-BOT-SETUP-API,verified_by,verified_local,Bot setup backend behavior is covered by lifecycle and topology tests.,apps/api/src/modules/bots/bots.e2e.test.ts,QA,2026-05-24,
REL-BOT-SETUP-037,SOAR-FEATURE-BOT-SETUP,SOAR-TEST-BOT-SETUP-WEB,verified_by,verified_local,Bot setup frontend behavior is covered by page and component tests.,apps/web/src/features/bots/components/BotCreateEditForm.test.tsx,QA,2026-05-24,
REL-BOT-SETUP-038,SOAR-FEATURE-BOT-SETUP,SOAR-DOC-API-BOTS,documented_by,verified_local,Bot setup backend behavior is documented by the API bots module deep-dive.,docs/modules/api-bots.md,Documentation,2026-05-24,
REL-BOT-SETUP-039,SOAR-FEATURE-BOT-SETUP,SOAR-DOC-WEB-BOTS,documented_by,verified_local,Bot setup frontend behavior is documented by the Web bots module deep-dive.,docs/modules/web-bots.md,Documentation,2026-05-24,
REL-STRATEGIES-001,SOAR-FEATURE-STRATEGIES,SOAR-PAGE-STRATEGIES-LIST,has_entrypoint,verified_local,Strategy authoring has a canonical list route.,apps/web/src/app/dashboard/strategies/list/page.tsx,Frontend,2026-05-24,
REL-STRATEGIES-002,SOAR-FEATURE-STRATEGIES,SOAR-PAGE-STRATEGY-CREATE,has_entrypoint,verified_local,Strategy authoring has a create route.,apps/web/src/app/dashboard/strategies/create/page.tsx,Frontend,2026-05-24,
REL-STRATEGIES-003,SOAR-FEATURE-STRATEGIES,SOAR-PAGE-STRATEGY-EDIT,has_entrypoint,verified_local,Strategy authoring has an edit route.,apps/web/src/app/dashboard/strategies/[id]/edit/page.tsx,Frontend,2026-05-24,
REL-STRATEGIES-004,SOAR-PAGE-STRATEGIES-LIST,SOAR-COMP-STRATEGIES-LIST,renders,verified_local,Strategies list page renders the StrategiesList component.,apps/web/src/app/dashboard/strategies/list/page.tsx,Frontend,2026-05-24,
REL-STRATEGIES-005,SOAR-PAGE-STRATEGY-CREATE,SOAR-COMP-STRATEGY-FORM,renders,verified_local,Strategy create page renders the shared strategy form.,apps/web/src/app/dashboard/strategies/create/page.tsx,Frontend,2026-05-24,
REL-STRATEGIES-006,SOAR-PAGE-STRATEGY-EDIT,SOAR-COMP-STRATEGY-FORM,renders,verified_local,Strategy edit page renders the shared strategy form.,apps/web/src/app/dashboard/strategies/[id]/edit/page.tsx,Frontend,2026-05-24,
REL-STRATEGIES-007,SOAR-PAGE-STRATEGY-ID-ROOT,SOAR-PAGE-STRATEGY-EDIT,redirects_to,verified_local,Strategy id root redirects to the canonical edit route.,apps/web/src/app/dashboard/strategies/[id]/page.tsx,Frontend,2026-05-24,
REL-STRATEGIES-008,SOAR-COMP-STRATEGIES-LIST,SOAR-SERVICE-WEB-STRATEGIES,calls,verified_local,StrategiesList calls the Web strategies API service.,apps/web/src/features/strategies/components/StrategiesList.tsx,Frontend,2026-05-24,
REL-STRATEGIES-009,SOAR-COMP-STRATEGY-FORM,SOAR-SERVICE-WEB-STRATEGIES,calls,verified_local,StrategyForm calls the Web strategies API service for create update get and indicators.,apps/web/src/features/strategies/components/StrategyForm.tsx,Frontend,2026-05-24,
REL-STRATEGIES-010,SOAR-COMP-STRATEGY-FORM,SOAR-COMP-STRATEGY-FORM-SECTIONS,composes,verified_local,StrategyForm composes the basic open close indicators and additional sections.,apps/web/src/features/strategies/components/StrategyForm.tsx,Frontend,2026-05-24,
REL-STRATEGIES-011,SOAR-COMP-STRATEGY-FORM,SOAR-COMP-STRATEGY-PRESET-PICKER,composes,verified_local,StrategyForm composes the StrategyPresetPicker.,apps/web/src/features/strategies/components/StrategyForm.tsx,Frontend,2026-05-24,
REL-STRATEGIES-012,SOAR-COMP-STRATEGY-FORM,SOAR-SERVICE-STRATEGY-FORM-MAPPER,uses,verified_local,StrategyForm and Web API service rely on form mapping utilities.,apps/web/src/features/strategies/utils/StrategyForm.map.ts,Frontend,2026-05-24,
REL-STRATEGIES-013,SOAR-COMP-STRATEGY-PRESET-PICKER,SOAR-SERVICE-STRATEGY-PRESETS,uses,verified_local,StrategyPresetPicker applies strategy preset definitions.,apps/web/src/features/strategies/components/StrategyPresetPicker.tsx,Frontend,2026-05-24,
REL-STRATEGIES-014,SOAR-COMP-STRATEGY-FORM-SECTIONS,SOAR-API-STRATEGY-INDICATORS,reads,verified_local,Indicator form section consumes indicator catalog metadata.,apps/web/src/features/strategies/components/StrategyFormSections/Indicators.tsx,Frontend,2026-05-24,
REL-STRATEGIES-015,SOAR-SERVICE-WEB-STRATEGIES,SOAR-API-STRATEGY-LIST,calls,verified_local,Web strategies service calls the strategy list endpoint.,apps/web/src/features/strategies/api/strategies.api.ts,Frontend,2026-05-24,
REL-STRATEGIES-016,SOAR-SERVICE-WEB-STRATEGIES,SOAR-API-STRATEGY-GET,calls,verified_local,Web strategies service calls the strategy detail endpoint.,apps/web/src/features/strategies/api/strategies.api.ts,Frontend,2026-05-24,
REL-STRATEGIES-017,SOAR-SERVICE-WEB-STRATEGIES,SOAR-API-STRATEGY-CREATE,calls,verified_local,Web strategies service calls the strategy create endpoint.,apps/web/src/features/strategies/api/strategies.api.ts,Frontend,2026-05-24,
REL-STRATEGIES-018,SOAR-SERVICE-WEB-STRATEGIES,SOAR-API-STRATEGY-UPDATE,calls,verified_local,Web strategies service calls the strategy update endpoint.,apps/web/src/features/strategies/api/strategies.api.ts,Frontend,2026-05-24,
REL-STRATEGIES-019,SOAR-SERVICE-WEB-STRATEGIES,SOAR-API-STRATEGY-DELETE,calls,verified_local,Web strategies service calls the strategy delete endpoint.,apps/web/src/features/strategies/api/strategies.api.ts,Frontend,2026-05-24,
REL-STRATEGIES-020,SOAR-SERVICE-WEB-STRATEGIES,SOAR-API-STRATEGY-INDICATORS,calls,verified_local,Web strategies service calls the indicator catalog endpoint.,apps/web/src/features/strategies/api/strategies.api.ts,Frontend,2026-05-24,
REL-STRATEGIES-021,SOAR-API-STRATEGY-LIST,SOAR-CONTROLLER-STRATEGIES,routes_to,verified_local,Strategy list route is handled by the strategies controller.,apps/api/src/modules/strategies/strategies.routes.ts,Backend,2026-05-24,
REL-STRATEGIES-022,SOAR-API-STRATEGY-GET,SOAR-CONTROLLER-STRATEGIES,routes_to,verified_local,Strategy detail route is handled by the strategies controller.,apps/api/src/modules/strategies/strategies.routes.ts,Backend,2026-05-24,
REL-STRATEGIES-023,SOAR-API-STRATEGY-CREATE,SOAR-CONTROLLER-STRATEGIES,routes_to,verified_local,Strategy create route is handled by the strategies controller.,apps/api/src/modules/strategies/strategies.routes.ts,Backend,2026-05-24,
REL-STRATEGIES-024,SOAR-API-STRATEGY-UPDATE,SOAR-CONTROLLER-STRATEGIES,routes_to,verified_local,Strategy update route is handled by the strategies controller.,apps/api/src/modules/strategies/strategies.routes.ts,Backend,2026-05-24,
REL-STRATEGIES-025,SOAR-API-STRATEGY-DELETE,SOAR-CONTROLLER-STRATEGIES,routes_to,verified_local,Strategy delete route is handled by the strategies controller.,apps/api/src/modules/strategies/strategies.routes.ts,Backend,2026-05-24,
REL-STRATEGIES-026,SOAR-API-STRATEGY-IMPORT,SOAR-CONTROLLER-STRATEGIES,routes_to,verified_local,Strategy import route is handled by the strategies controller.,apps/api/src/modules/strategies/strategies.routes.ts,Backend,2026-05-24,
REL-STRATEGIES-027,SOAR-API-STRATEGY-EXPORT,SOAR-CONTROLLER-STRATEGIES,routes_to,verified_local,Strategy export route is handled by the strategies controller.,apps/api/src/modules/strategies/strategies.routes.ts,Backend,2026-05-24,
REL-STRATEGIES-028,SOAR-CONTROLLER-STRATEGIES,SOAR-SERVICE-STRATEGIES,calls,verified_local,Strategies controller delegates lifecycle commands to the strategies service.,apps/api/src/modules/strategies/strategies.controller.ts,Backend,2026-05-24,
REL-STRATEGIES-029,SOAR-SERVICE-STRATEGIES,SOAR-TYPES-STRATEGIES,validates_with,verified_local,Strategies service and controller use typed strategy payload boundaries.,apps/api/src/modules/strategies/strategies.types.ts,Backend,2026-05-24,
REL-STRATEGIES-030,SOAR-SERVICE-STRATEGIES,SOAR-SERVICE-STRATEGY-CONFIG-VALIDATION,uses,verified_local,Strategies service validates strategy configuration before persistence.,apps/api/src/modules/strategies/strategyConfigValidation.ts,Backend,2026-05-24,
REL-STRATEGIES-031,SOAR-SERVICE-STRATEGIES,SOAR-DB-STRATEGY,reads_writes,verified_local,Strategies service persists strategy lifecycle state.,apps/api/src/modules/strategies/strategies.service.ts,Backend,2026-05-24,
REL-STRATEGIES-032,SOAR-SERVICE-STRATEGIES,SOAR-DB-BOT,guards_against,verified_local,Strategies service checks active bot usage before update or delete.,apps/api/src/modules/strategies/strategies.service.ts,Backend,2026-05-24,
REL-STRATEGIES-033,SOAR-SERVICE-STRATEGIES,SOAR-DB-MARKET-GROUP-STRATEGY-LINK,guards_against,verified_local,Strategies service checks canonical strategy links when protecting strategy mutations.,apps/api/src/modules/strategies/strategies.service.ts,Backend,2026-05-24,
REL-STRATEGIES-034,SOAR-API-STRATEGY-INDICATORS,SOAR-SERVICE-STRATEGY-INDICATORS,routes_to,verified_local,Indicator catalog route is handled by the strategy indicators service.,apps/api/src/modules/strategies/indicators/indicators.routes.ts,Backend,2026-05-24,
REL-STRATEGIES-035,SOAR-FEATURE-STRATEGIES,SOAR-FEATURE-BOT-SETUP,feeds,verified_local,Strategy authoring feeds bot setup strategy selection and topology.,docs/modules/web-bots.md,Product,2026-05-24,
REL-STRATEGIES-036,SOAR-FEATURE-STRATEGIES,SOAR-FEATURE-BOT-RUNTIME,feeds,verified_local,Authored strategies are runtime inputs once linked to bots.,docs/modules/api-bots.md,Product,2026-05-24,
REL-STRATEGIES-037,SOAR-FEATURE-STRATEGIES,SOAR-TEST-STRATEGIES-API,verified_by,verified_local,Strategy backend behavior is covered by API tests.,apps/api/src/modules/strategies/strategies.e2e.test.ts,QA,2026-05-24,
REL-STRATEGIES-038,SOAR-FEATURE-STRATEGIES,SOAR-TEST-STRATEGY-INDICATORS,verified_by,verified_local,Strategy indicator catalog is covered by service tests.,apps/api/src/modules/strategies/indicators/indicators.service.test.ts,QA,2026-05-24,
REL-STRATEGIES-039,SOAR-FEATURE-STRATEGIES,SOAR-TEST-STRATEGIES-WEB,verified_by,verified_local,Strategy frontend behavior is covered by page and component tests.,apps/web/src/features/strategies/components/StrategyForm.test.tsx,QA,2026-05-24,
REL-STRATEGIES-040,SOAR-FEATURE-STRATEGIES,SOAR-TEST-STRATEGY-FORM-UTILS,verified_by,verified_local,Strategy form mapping presets and utility behavior are covered by utility tests.,apps/web/src/features/strategies/utils/StrategyForm.map.test.ts,QA,2026-05-24,
REL-STRATEGIES-041,SOAR-FEATURE-STRATEGIES,SOAR-DOC-API-STRATEGIES,documented_by,verified_local,Strategy backend behavior is documented by the API strategies module deep-dive.,docs/modules/api-strategies.md,Documentation,2026-05-24,
REL-STRATEGIES-042,SOAR-FEATURE-STRATEGIES,SOAR-DOC-WEB-STRATEGIES,documented_by,verified_local,Strategy frontend behavior is documented by the Web strategies module deep-dive.,docs/modules/web-strategies.md,Documentation,2026-05-24,
REL-MARKETS-001,SOAR-FEATURE-MARKETS,SOAR-PAGE-MARKETS-LIST,has_entrypoint,verified_local,Market universe authoring has a canonical list route.,apps/web/src/app/dashboard/markets/list/page.tsx,Frontend,2026-05-24,
REL-MARKETS-002,SOAR-FEATURE-MARKETS,SOAR-PAGE-MARKET-CREATE,has_entrypoint,verified_local,Market universe authoring has a create route.,apps/web/src/app/dashboard/markets/create/page.tsx,Frontend,2026-05-24,
REL-MARKETS-003,SOAR-FEATURE-MARKETS,SOAR-PAGE-MARKET-EDIT,has_entrypoint,verified_local,Market universe authoring has an edit route.,apps/web/src/app/dashboard/markets/[id]/edit/page.tsx,Frontend,2026-05-24,
REL-MARKETS-004,SOAR-PAGE-MARKETS-LIST,SOAR-COMP-MARKET-UNIVERSES-TABLE,renders,verified_local,Markets list page renders the MarketUniversesTable component.,apps/web/src/app/dashboard/markets/list/page.tsx,Frontend,2026-05-24,
REL-MARKETS-005,SOAR-PAGE-MARKET-CREATE,SOAR-COMP-MARKET-UNIVERSE-FORM,renders,verified_local,Market create page renders the shared market universe form.,apps/web/src/app/dashboard/markets/create/page.tsx,Frontend,2026-05-24,
REL-MARKETS-006,SOAR-PAGE-MARKET-EDIT,SOAR-COMP-MARKET-UNIVERSE-FORM,renders,verified_local,Market edit page renders the shared market universe form.,apps/web/src/app/dashboard/markets/[id]/edit/page.tsx,Frontend,2026-05-24,
REL-MARKETS-007,SOAR-COMP-MARKET-UNIVERSES-TABLE,SOAR-SERVICE-WEB-MARKETS,calls,verified_local,MarketUniversesTable calls the Web markets service.,apps/web/src/features/markets/components/MarketUniversesTable.tsx,Frontend,2026-05-24,
REL-MARKETS-008,SOAR-COMP-MARKET-UNIVERSE-FORM,SOAR-SERVICE-WEB-MARKETS,calls,verified_local,MarketUniverseForm calls the Web markets service for catalog and CRUD.,apps/web/src/features/markets/components/MarketUniverseForm.tsx,Frontend,2026-05-24,
REL-MARKETS-009,SOAR-COMP-MARKET-UNIVERSE-FORM,SOAR-COMP-MARKET-SEARCHABLE-MULTISELECT,composes,verified_local,MarketUniverseForm composes searchable include/exclude controls.,apps/web/src/features/markets/components/MarketUniverseForm.tsx,Frontend,2026-05-24,
REL-MARKETS-010,SOAR-COMP-MARKET-UNIVERSE-FORM,SOAR-SERVICE-MARKET-UNIVERSE-HELPERS,uses,verified_local,MarketUniverseForm uses frontend helpers for symbol composition preview.,apps/web/src/features/markets/utils/marketUniverseHelpers.ts,Frontend,2026-05-24,
REL-MARKETS-011,SOAR-SERVICE-WEB-MARKETS,SOAR-API-MARKET-UNIVERSE-LIST,calls,verified_local,Web markets service calls the market universe list endpoint.,apps/web/src/features/markets/services/markets.service.ts,Frontend,2026-05-24,
REL-MARKETS-012,SOAR-SERVICE-WEB-MARKETS,SOAR-API-MARKET-UNIVERSE-GET,calls,verified_local,Web markets service calls the market universe detail endpoint.,apps/web/src/features/markets/services/markets.service.ts,Frontend,2026-05-24,
REL-MARKETS-013,SOAR-SERVICE-WEB-MARKETS,SOAR-API-MARKET-CATALOG,calls,verified_local,Web markets service calls the market catalog endpoint.,apps/web/src/features/markets/services/markets.service.ts,Frontend,2026-05-24,
REL-MARKETS-014,SOAR-SERVICE-WEB-MARKETS,SOAR-API-MARKET-UNIVERSE-CREATE,calls,verified_local,Web markets service calls the market universe create endpoint.,apps/web/src/features/markets/services/markets.service.ts,Frontend,2026-05-24,
REL-MARKETS-015,SOAR-SERVICE-WEB-MARKETS,SOAR-API-MARKET-UNIVERSE-UPDATE,calls,verified_local,Web markets service calls the market universe update endpoint.,apps/web/src/features/markets/services/markets.service.ts,Frontend,2026-05-24,
REL-MARKETS-016,SOAR-SERVICE-WEB-MARKETS,SOAR-API-MARKET-UNIVERSE-DELETE,calls,verified_local,Web markets service calls the market universe delete endpoint.,apps/web/src/features/markets/services/markets.service.ts,Frontend,2026-05-24,
REL-MARKETS-017,SOAR-API-MARKET-UNIVERSE-LIST,SOAR-CONTROLLER-MARKETS,routes_to,verified_local,Market universe list route is handled by the markets controller.,apps/api/src/modules/markets/markets.routes.ts,Backend,2026-05-24,
